file_name,column_name,description,data_type,units,allowed_values_or_range,missing_value_meaning,source_or_derivation
validation/bootstrap_source_manifest/p03_l049.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l049.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l049.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l100.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l100.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l100.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l100.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l100.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l200.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l200.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l200.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l200.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l200.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l300.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l300.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l300.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l300.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l300.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l370.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l370.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l370.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l370.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l370.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l415.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l415.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l415.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l415.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p03_l415.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l010.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l010.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l010.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l010.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l010.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l049.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l049.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l049.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l049.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l049.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l100.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l100.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l100.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l100.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l100.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l200.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l200.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l200.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l200.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l200.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l300.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l300.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l300.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l300.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l300.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l370.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l370.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l370.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l370.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p04_l370.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/csf_curves.csv,condition_id,"Pseudonymous participant-luminance identifier, not chronological session order",string,,conditions.json,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/csf_curves.csv,curve_index,Zero-based numerical curve sample index,integer,index,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/csf_curves.csv,spatial_frequency_cpd,"Ordinary spatial frequency; raw trial value is round(source_col_15 / 31.5, 3)",number,cycles/degree,>0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/csf_curves.csv,contrast_sensitivity,"Reciprocal of the across-staircase mean threshold, or a current-helper fitted interpolant when in a curve table",number,reciprocal normalized source contrast,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/csf_fit_metrics.csv,condition_id,"Pseudonymous participant-luminance identifier, not chronological session order",string,,conditions.json,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/csf_fit_metrics.csv,baseline_fit_peak_cpd,Maximum-grid location of a primary CSF fitted by the current helper,number,cycles/degree,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/csf_fit_metrics.csv,nrmse,RMSE divided by mean observed sensitivity; source metric uses interpolated fitted values at observed frequencies,number,dimensionless,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/csf_fit_metrics.csv,n_fit_points,Number of retained primary measurements used in current CSF fit,integer,count,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/csf_fit_metrics.csv,grid_min_cpd,Lower endpoint of current-helper fitted-frequency grid,number,cycles/degree,0.1,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/csf_fit_metrics.csv,grid_max_exclusive_cpd,Exclusive upper endpoint of current-helper arange frequency grid,number,cycles/degree,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/csf_fit_metrics.csv,warning_count,Number of numerical warnings captured during the fit; repeated messages are summarized separately,integer,count,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/csf_fit_metrics.csv,warnings,Distinct numerical warning messages or recorded exception text,string,,,No exclusion/warning/error for this row; unknown rationale is explicitly labelled.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/csf_fit_metrics.csv,status,"Provenance, execution or verification status; execution is not certification of historical agreement",string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/csf_fit_parameters.csv,condition_id,"Pseudonymous participant-luminance identifier, not chronological session order",string,,conditions.json,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/csf_fit_parameters.csv,parameter,Empirical CSF parameter name; see config/analysis_config.json,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/csf_fit_parameters.csv,value,"Parameter value, without added rounding; status identifies whether it is literal source metadata or newly recomputed",number,units column or model-specific parameterization,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/csf_fit_parameters.csv,units,Documented unit string; unconfirmed means no definitive unit was established,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/csf_fit_parameters.csv,status,"Provenance, execution or verification status; execution is not certification of historical agreement",string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/preferred_frequency.csv,condition_id,"Pseudonymous participant-luminance identifier, not chronological session order",string,,conditions.json,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/preferred_frequency.csv,participant_id,Public participant identifier; P01-P04 correspond to manuscript Subjects 1-4,string,,P01|P02|P03|P04,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/preferred_frequency.csv,luminance_cd_m2,Luminance condition used by the supplied plotting/analysis configuration,number,cd/m^2,>0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/preferred_frequency.csv,f_pref_mean_cpd,Arithmetic mean of saved preferred frequencies retained by supplied quality rules,number,cycles/degree,>1.05,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/preferred_frequency.csv,percentile_2_5_cpd,"2.5th percentile of retained saved preferred-frequency values, NumPy linear method",number,cycles/degree,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/preferred_frequency.csv,percentile_97_5_cpd,"97.5th percentile of retained saved preferred-frequency values, NumPy linear method",number,cycles/degree,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/preferred_frequency.csv,n_saved_fits,Number of rows available in original saved fit file,integer,count,10000,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/preferred_frequency.csv,n_pass_nrmse,Number of saved rows satisfying 0 <= NRMSE <= 0.3,integer,count,0..10000,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/preferred_frequency.csv,n_retained,Number of saved rows retained after both PSF quality rules,integer,count,0..10000,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/preferred_frequency.csv,n_excluded,Number of saved rows rejected by either PSF quality rule,integer,count,0..10000,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/preferred_frequency.csv,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/raw_to_csf_checks.csv,condition_id,"Pseudonymous participant-luminance identifier, not chronological session order",string,,conditions.json,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/raw_to_csf_checks.csv,spatial_frequency_cpd,"Ordinary spatial frequency; raw trial value is round(source_col_15 / 31.5, 3)",number,cycles/degree,>0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/raw_to_csf_checks.csv,n_staircases,Count of included staircases supporting a primary CSF point,integer,count,>=1,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/raw_to_csf_checks.csv,recomputed_sensitivity,Sensitivity recomputed from deposited trials and source detector,number,contrast sensitivity units,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/raw_to_csf_checks.csv,saved_sensitivity,Reference primary sensitivity read from saved source file,number,contrast sensitivity units,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/raw_to_csf_checks.csv,absolute_difference,Absolute difference between recomputed and saved primary sensitivity,number,contrast sensitivity units,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/raw_to_csf_checks.csv,matches_tolerance_1e_12,Raw reconstruction matches the archived CSF at rtol=atol=1e-12,boolean,,True|False,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/staircase_checks.csv,staircase_id,Unique public staircase identifier combining source file and within-file code,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/staircase_checks.csv,n_reversals,Count returned by the source reversal detector during replay,integer,count,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/staircase_checks.csv,threshold_last8_median,Median of final eight detected normalized source contrasts,number,dimensionless source contrast,>0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/recomputed/staircase_checks.csv,included,Staircase included in the primary CSF calculation,boolean,,True|False,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/sample_saved_fit_checks.csv,condition_id,"Pseudonymous participant-luminance identifier, not chronological session order",string,,conditions.json,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/sample_saved_fit_checks.csv,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/sample_saved_fit_checks.csv,saved_fit_row_compared,"Unverified positional fit-row candidate, source_input_index+1; used diagnostically, not asserted linkage",integer,row index,1..10000,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/sample_saved_fit_checks.csv,saved_f_pref_cpd,Preferred frequency at the candidate positional row in the saved fit table,number,cycles/degree,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/sample_saved_fit_checks.csv,current_grid_f_pref_cpd,Preferred frequency from replay with current 0.1-cpd lower grid bound,number,cycles/degree,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/sample_saved_fit_checks.csv,historical_grid_candidate_f_pref_cpd,Replay peak using explicitly inferred historical grid candidate beginning at min(retained measured frequency),number,cycles/degree,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/sample_saved_fit_checks.csv,f_pref_absolute_difference_cpd,Absolute difference between historical-grid candidate replay and candidate positional saved row,number,cycles/degree,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/sample_saved_fit_checks.csv,all_5_metrics_match_after_4dp_rounding,All five replay metrics rounded to four decimals exactly match the candidate positional saved row,boolean,,True|False,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/sample_saved_fit_checks.csv,all_5_metrics_within_0_0001,All five replay metrics are within absolute 0.0001 of candidate positional saved row,boolean,,True|False,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
